,playerId,matchId,competitionId,seasonId,roundId,positions,total.matches,total.matchesInStart,total.matchesSubstituted,total.matchesComingOff,total.minutesOnField,total.minutesTagged,total.goals,total.assists,total.shots,total.headShots,total.yellowCards,total.redCards,total.directRedCards,total.penalties,total.linkupPlays,total.duels,total.duelsWon,total.defensiveDuels,total.defensiveDuelsWon,total.offensiveDuels,total.offensiveDuelsWon,total.aerialDuels,total.aerialDuelsWon,total.fouls,total.passes,total.successfulPasses,total.smartPasses,total.successfulSmartPasses,total.passesToFinalThird,total.successfulPassesToFinalThird,total.crosses,total.successfulCrosses,total.forwardPasses,total.successfulForwardPasses,total.backPasses,total.successfulBackPasses,total.throughPasses,total.successfulThroughPasses,total.keyPasses,total.successfulKeyPasses,total.verticalPasses,total.successfulVerticalPasses,total.longPasses,total.successfulLongPasses,total.dribbles,total.successfulDribbles,total.interceptions,total.defensiveActions,total.successfulDefensiveAction,total.attackingActions,total.successfulAttackingActions,total.freeKicks,total.freeKicksOnTarget,total.directFreeKicks,total.directFreeKicksOnTarget,total.corners,total.successfulPenalties,total.successfulLinkupPlays,total.accelerations,total.pressingDuels,total.pressingDuelsWon,total.looseBallDuels,total.looseBallDuelsWon,total.missedBalls,total.shotAssists,total.shotOnTargetAssists,total.recoveries,total.opponentHalfRecoveries,total.dangerousOpponentHalfRecoveries,total.losses,total.ownHalfLosses,total.dangerousOwnHalfLosses,total.xgShot,total.xgAssist,total.xgSave,total.receivedPass,total.touchInBox,total.progressiveRun,total.offsides,total.clearances,total.secondAssists,total.thirdAssists,total.shotsBlocked,total.foulsSuffered,total.progressivePasses,total.counterpressingRecoveries,total.slidingTackles,total.goalKicks,total.dribblesAgainst,total.dribblesAgainstWon,total.goalKicksShort,total.goalKicksLong,total.shotsOnTarget,total.successfulProgressivePasses,total.successfulSlidingTackles,total.successfulGoalKicks,total.fieldAerialDuels,total.fieldAerialDuelsWon,total.gkCleanSheets,total.gkConcededGoals,total.gkShotsAgainst,total.gkExits,total.gkSuccessfulExits,total.gkAerialDuels,total.gkAerialDuelsWon,total.gkSaves,total.newDuelsWon,total.newDefensiveDuelsWon,total.newOffensiveDuelsWon,total.newSuccessfulDribbles,total.lateralPasses,total.successfulLateralPasses,average.passLength,average.longPassLength,average.dribbleDistanceFromOpponentGoal,average.ballRecoveries,average.duels,average.defensiveDuels,average.offensiveDuels,average.aerialDuels,average.fouls,average.goals,average.assists,average.passes,average.smartPasses,average.passesToFinalThird,average.crosses,average.dribbles,average.shots,average.headShots,average.interceptions,average.successfulDefensiveAction,average.yellowCards,average.redCards,average.directRedCards,average.successfulAttackingActions,average.freeKicks,average.directFreeKicks,average.corners,average.penalties,average.accelerations,average.looseBallDuels,average.missedBalls,average.forwardPasses,average.backPasses,average.throughPasses,average.keyPasses,average.verticalPasses,average.longPasses,average.shotAssists,average.shotOnTargetAssists,average.linkupPlays,average.opponentHalfRecoveries,average.dangerousOpponentHalfRecoveries,average.ballLosses,average.losses,average.ownHalfLosses,average.dangerousOwnHalfLosses,average.duelsWon,average.defensiveDuelsWon,average.offensiveDuelsWon,average.successfulPasses,average.successfulSmartPasses,average.successfulCrosses,average.successfulForwardPasses,average.successfulBackPasses,average.successfulThroughPasses,average.successfulKeyPasses,average.successfulVerticalPasses,average.successfulLongPasses,average.successfulDribbles,average.defensiveActions,average.attackingActions,average.freeKicksOnTarget,average.directFreeKicksOnTarget,average.successfulPenalties,average.successfulLinkupPlays,average.looseBallDuelsWon,average.successfulPassesToFinalThird,average.xgShot,average.xgAssist,average.xgSave,average.receivedPass,average.touchInBox,average.progressiveRun,average.offsides,average.clearances,average.secondAssists,average.thirdAssists,average.foulsSuffered,average.progressivePasses,average.counterpressingRecoveries,average.slidingTackles,average.goalKicks,average.shotsBlocked,average.shotsOnTarget,average.successfulProgressivePasses,average.successfulSlidingTackles,average.successfulGoalKicks,average.dribblesAgainst,average.dribblesAgainstWon,average.goalKicksShort,average.goalKicksLong,average.fieldAerialDuels,average.fieldAerialDuelsWon,average.gkConcededGoals,average.gkShotsAgainst,average.gkExits,average.gkAerialDuels,average.gkSaves,average.gkSuccessfulExits,average.gkAerialDuelsWon,average.newDuelsWon,average.newDefensiveDuelsWon,average.newOffensiveDuelsWon,average.newSuccessfulDribbles,average.lateralPasses,average.successfulLateralPasses,percent.duelsWon,percent.defensiveDuelsWon,percent.offensiveDuelsWon,percent.aerialDuelsWon,percent.successfulPasses,percent.successfulSmartPasses,percent.successfulPassesToFinalThird,percent.successfulCrosses,percent.successfulDribbles,percent.shotsOnTarget,percent.headShotsOnTarget,percent.goalConversion,percent.directFreeKicksOnTarget,percent.penaltiesConversion,percent.win,percent.successfulForwardPasses,percent.successfulBackPasses,percent.successfulThroughPasses,percent.successfulKeyPasses,percent.successfulVerticalPasses,percent.successfulLongPasses,percent.successfulShotAssists,percent.successfulLinkupPlays,percent.yellowCardsPerFoul,percent.successfulProgressivePasses,percent.successfulSlidingTackles,percent.successfulGoalKicks,percent.dribblesAgainstWon,percent.fieldAerialDuelsWon,percent.gkSaves,percent.gkSuccessfulExits,percent.gkAerialDuelsWon,percent.newDuelsWon,percent.newDefensiveDuelsWon,percent.newOffensiveDuelsWon,percent.newSuccessfulDribbles,percent.successfulLateralPasses
443,84970,2799924,103,21316,4418495,"[{'position': {'name': 'Left Attacking Midfielder', 'code': 'lamf'}, 'percent': 60}, {'position': {'name': 'Left Wing Forward', 'code': 'lwf'}, 'percent': 23}, {'position': {'name': 'Right Attacking Midfielder', 'code': 'ramf'}, 'percent': 16}]",1,1,0,0,95,95,0,0,3,0,0,0,0,0,8,37,17,5,2,25,12,3,0,0,41,36,2,2,6,6,2,0,15,13,7,6,0,0,0,0,10,9,1,1,11,7,4,9,9,18,9,1,1,1,1,1,0,4,1,1,0,4,3,0,0,0,9,4,4,12,6,0,0.13,0.0,0,24,2,6,0,1,0,0,0,2,9,6,0,0,1,1,0,0,1,7,0,0,3,0,0,0,0,0,0,0,0,0,18,5,10,6,10,9,15.54,25.53,40.1,8.53,35.05,4.74,23.68,2.84,0.0,0,0,38.84,1.89,5.68,1.89,10.42,2.84,0,3.79,8.53,0,0,0,8.53,0.95,0.95,0.95,0,0.95,3.79,0,14.21,6.63,0,0,9.47,0.95,0.0,0,7.58,3.79,3.79,0.95,11.37,5.68,0,16.11,1.89,11.37,34.11,1.89,0,12.32,5.68,0,0,8.53,0.95,6.63,8.53,17.04,0.95,0.95,0,3.79,2.84,5.68,0.13,0.0,0,22.74,1.89,5.68,0,0.95,0,0,1.89,8.53,5.68,0,0,0,0.95,6.63,0,0,0.95,0.95,0,0,2.84,0.0,0,0,0,0,0,0,0,17.05,4.74,9.47,5.68,9.47,8.53,45.95,40,48.0,0.0,87.8,100,100,0,63.64,33.33,0,0,100,0,0,86.67,85.71,0,0,90,100,0,50,0,77.78,0,0,100,0.0,0,0,0,48.65,100.0,40.0,54.55,90
444,346551,2799924,103,21316,4418495,"[{'position': {'name': 'Left Centre Midfielder', 'code': 'lcmf3'}, 'percent': 44}, {'position': {'name': 'Attacking Midfielder', 'code': 'amf'}, 'percent': 32}, {'position': {'name': 'Right Attacking Midfielder', 'code': 'ramf'}, 'percent': 22}]",1,0,0,1,49,49,0,0,2,0,0,0,0,0,1,15,7,3,0,8,6,2,0,0,29,20,1,0,3,3,2,0,4,2,2,1,1,0,0,0,18,14,3,3,5,5,1,5,5,10,5,1,0,0,0,2,0,1,0,2,0,2,1,0,0,0,3,2,1,10,1,0,0.05,0.0,0,22,1,0,0,1,0,0,0,1,5,3,1,0,2,2,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,9,3,5,4,18,14,19.39,40.6,38.0,5.51,27.55,5.51,14.69,3.67,0.0,0,0,53.27,1.84,5.51,3.67,9.18,3.67,0,1.84,9.18,0,0,0,9.18,1.84,0,3.67,0,0,3.67,0,7.35,3.67,1.84,0,33.06,5.51,0.0,0,1.84,3.67,1.84,0,18.37,1.84,0,12.86,0,11.02,36.73,0,0,3.67,1.84,0,0,25.71,5.51,9.18,9.19,18.36,0,0,0,1.84,1.84,5.51,0.1,0.0,0,40.41,1.84,0,0,1.84,0,0,1.84,9.18,5.51,1.84,0,0,1.84,3.67,1.84,0,3.67,3.67,0,0,3.67,0.0,0,0,0,0,0,0,0,16.53,5.51,9.18,7.35,33.06,25.71,46.67,0,75.0,0.0,68.97,0,100,0,100,50,0,0,0,0,0,50,50.0,0,0,77.78,100,0,100,0,40,100,0,100,0.0,0,0,0,60.0,100.0,62.5,80,77.78
445,346556,2799924,103,21316,4418495,"[{'position': {'name': 'Right Wing Forward', 'code': 'rwf'}, 'percent': 57}, {'position': {'name': 'Left Attacking Midfielder', 'code': 'lamf'}, 'percent': 42}]",1,0,0,1,38,38,0,0,1,0,0,0,0,0,4,6,2,2,0,4,2,0,0,2,13,12,0,0,0,0,1,0,2,2,5,5,0,0,0,0,4,4,0,0,2,2,0,2,0,4,2,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,2,1,1,0.01,0.04,0,14,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,4,4,19.26,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,33.33,0,50.0,0.0,0.0,0,0,0,100,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
446,83838,2799927,103,21316,4418495,"[{'position': {'name': 'Attacking Midfielder', 'code': 'amf'}, 'percent': 100}]",1,0,0,1,21,21,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,11,11,0,0,1,1,0,0,3,3,2,2,0,0,0,0,4,4,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,4,23.69,63.14,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,83753,2799927,103,21316,4418495,"[{'position': {'name': 'Attacking Midfielder', 'code': 'amf'}, 'percent': 60}, {'position': {'name': 'Right Winger', 'code': 'rw'}, 'percent': 39}]",1,1,0,0,94,94,0,0,1,0,0,0,0,0,0,19,5,7,0,9,5,1,0,1,22,18,1,0,7,6,0,0,12,11,2,2,1,0,0,0,4,4,1,0,4,3,2,9,4,6,2,0,0,0,0,0,0,0,2,7,0,2,0,0,0,0,2,2,0,8,5,1,0,0,0,19,0,1,1,0,0,0,0,2,4,1,0,0,5,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,7,2,5,2,4,4,15.96,51.07,22.6,1.91,18.19,6.7,8.62,0.96,0.96,0,0,21.06,0.96,6.7,0,3.83,0.96,0,1.91,3.83,0,0,0,1.91,0,0,0,0,1.91,1.91,0,11.49,1.91,0.96,0,3.83,0.96,0,0,0,1.91,0,0,7.66,4.79,0.96,4.79,0,4.79,17.23,0,0,10.53,1.91,0,0,3.83,0,2.87,8.61,5.75,0,0,0,0,0,5.74,0,0,0,18.19,0,0.96,0.96,0,0,0,1.91,3.83,0.96,0,0,0,0,2.87,0,0,4.79,1.91,0,0,0.96,0,0,0,0,0,0,0,0,6.7,1.91,4.79,1.91,3.83,3.83,26.32,0,55.56,0,81.82,0,85.71,0,75,0,0,0,0,0,0,91.67,100,0,0,100,0,0,0,0,75,0,0,40,0,0,0,0,36.84,28.57,55.56,50,100
448,346551,2799927,103,21316,4418495,"[{'position': {'name': 'Right Winger', 'code': 'rw'}, 'percent': 77}, {'position': {'name': 'Attacking Midfielder', 'code': 'amf'}, 'percent': 22}]",1,1,1,0,73,73,0,0,1,0,0,0,0,0,3,15,7,4,1,9,5,0,0,0,24,18,2,0,1,0,0,0,7,4,7,7,1,0,0,0,6,4,2,0,5,4,2,6,5,8,2,1,0,1,0,1,0,1,2,5,0,2,1,0,1,0,2,0,0,7,5,1,0,0.1,0,15,0,2,0,2,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,2,6,4,14.51,28.58,49.8,2.47,18.49,4.93,11.1,0,0,0,0,29.59,2.47,1.23,0,6.16,1.23,0,2.47,6.16,0,0,0,2.47,1.23,1.23,1.23,0,2.47,2.47,0,8.63,8.63,1.23,0,7.4,2.47,1.23,0,3.7,0,0,0,8.63,6.16,1.23,8.63,1.23,6.16,22.19,0,0,4.93,8.63,0,0,4.93,0,4.93,7.4,9.86,0,0,0,1.23,1.23,0,0,0.12,0,18.49,0,2.47,0,2.47,0,0,1.23,3.7,1.23,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,8.63,3.7,3.7,2.47,7.4,4.93,46.67,25,55.56,0,75,0,0,0,80,0,0,0,0,0,0,57.14,100,0,0,66.67,0,0,33.33,0,0,0,0,0,0,0,0,0,46.67,75,33.33,40,66.67
449,54835,2799928,103,21316,4418495,"[{'position': {'name': 'Right Winger', 'code': 'rw'}, 'percent': 84}, {'position': {'name': 'Attacking Midfielder', 'code': 'amf'}, 'percent': 15}]",1,0,0,1,29,29,0,0,1,0,0,0,0,0,2,5,4,1,0,2,2,1,1,0,16,12,1,0,1,1,1,0,3,2,3,2,1,0,0,0,5,3,1,0,2,2,1,2,1,5,2,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,3,2,0,0.47,0.18,0,11,2,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,4,0,2,2,5,3,17.31,42.49,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,110832,2799928,103,21316,4418495,"[{'position': {'name': 'Attacking Midfielder', 'code': 'amf'}, 'percent': 85}, {'position': {'name': 'Defensive Midfielder', 'code': 'dmf'}, 'percent': 14}]",1,1,1,0,70,70,0,0,0,0,0,0,0,0,0,6,2,1,0,2,1,1,1,0,6,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,2,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,7,1,0,0.0,0.0,0,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,3,2,10.82,0.0,0.0,2.57,7.71,1.29,2.57,1.29,0,0,0,7.71,0,0,0,0,0,0,2.57,3.86,0,0,0,0,0,0,0,0,0,2.57,0,0,2.57,0,0,3.86,0,0,0,0,0,0,0,9,1.29,0,2.57,0,1.29,5.14,0,0,0,2.57,0,0,2.57,0,0,5.15,0,0,0,0,0,0,0,0,0,0,5.14,2.57,0,0,0,0,0,0,0,0,1.29,0,1.29,0,0,0,0,0,0,0,0,1.29,1.29,0,0,0,0,0,0,0,2.57,0,1.29,0,3.86,2.57,33.33,0,50,100,66.67,0,0,0,0,0,0,0,0,0,0,0,100,0,0,66.67,0,0,0,0,0,0,0,0,100,0,0,0,33.33,0,50,0,66.67
451,326379,2799928,103,21316,4418495,"[{'position': {'name': 'Attacking Midfielder', 'code': 'amf'}, 'percent': 64}, {'position': {'name': 'Left Centre Midfielder', 'code': 'lcmf3'}, 'percent': 26}]",1,1,0,0,93,93,0,0,1,0,0,0,0,0,0,35,12,3,0,12,5,15,4,2,16,12,0,0,1,1,0,0,2,2,5,5,0,0,0,0,5,3,0,0,1,1,2,5,3,2,1,0,0,0,0,0,0,0,0,3,0,5,3,2,0,0,3,0,0,24,9,1,0.06,0.0,0,11,1,1,0,3,1,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,13,1,5,1,5,3,12.59,0.0,7.3,2.9,33.87,2.9,11.61,14.52,1.94,0,0,15.48,0,0.97,0,0.97,0.97,0,1.94,2.9,0,0,0,0.97,0,0,0,0,0,4.84,1.94,1.94,4.84,0,0,4.84,0,0,0,0,0,0,0,23.23,8.71,0.97,11.61,0,4.84,11.61,0,0,1.94,4.84,0,0,2.9,0,0.97,4.84,1.94,0,0,0,0,2.9,0.97,0.06,0,0,10.65,0.97,0.97,0,2.9,0.97,0,2.9,0,0.97,0,0,0,0,0,0,0,1.94,0,0,0,14.52,3.87,0,0,0,0,0,0,0,12.58,0.97,4.84,0.97,4.84,2.9,34.29,0,41.67,26.67,75,0,100,0,100,0,0,0,0,0,0,100,100,0,0,60,0,0,0,0,0,0,0,0,26.67,0,0,0,37.14,33.33,41.67,100,60
452,20820,2799929,103,21316,4418495,"[{'position': {'name': 'Right Attacking Midfielder', 'code': 'ramf'}, 'percent': 65}, {'position': {'name': 'Attacking Midfielder', 'code': 'amf'}, 'percent': 29}]",1,1,0,0,95,95,0,0,2,0,0,0,0,0,9,34,22,1,0,22,16,2,2,0,43,33,2,1,8,5,3,1,16,10,3,3,1,1,3,3,19,18,2,1,11,10,3,4,4,18,11,0,0,0,0,7,0,9,6,7,0,9,4,1,6,3,3,3,1,12,1,0,0.18,0.69,0,26,5,5,0,0,0,0,1,3,8,2,0,0,0,0,0,0,1,8,0,0,2,2,0,0,0,0,0,0,0,0,21,1,14,8,19,18,17.81,42.11,28.3,2.84,32.21,0.95,20.84,1.89,0,0,0,40.74,1.89,7.58,2.84,10.42,1.89,0,2.84,3.79,0,0,0,10.42,0,0,6.63,0,5.68,8.53,0.95,15.16,2.84,0.95,2.84,18,1.89,5.68,2.84,8.53,2.84,0.95,0,11.37,0.95,0,20.84,0,15.16,31.26,0.95,0.95,9.47,2.84,0.95,2.84,17.05,0.95,9.47,3.79,17.04,0,0,0,8.53,3.79,4.74,0.18,0.65,0,24.63,4.74,4.74,0,0,0,0,2.84,7.58,1.89,0,0,0.95,0.95,7.58,0,0,0,0,0,0,1.89,1.89,0,0,0,0,0,0,0,19.89,0.95,13.26,7.58,18,17.05,64.71,0,72.73,100,76.74,50,62.5,33.33,90.91,50,0,0,0,0,0,62.5,100,100,100,94.74,50,66.67,100,0,100,0,0,0,100,0,0,0,61.76,100,63.64,72.73,94.74
453,85484,2799929,103,21316,4418495,"[{'position': {'name': 'Right Attacking Midfielder', 'code': 'ramf'}, 'percent': 100}]",1,0,0,1,10,10,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0.36,0.0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
454,137238,2799929,103,21316,4418495,"[{'position': {'name': 'Attacking Midfielder', 'code': 'amf'}, 'percent': 100}]",1,1,1,0,63,63,0,0,2,1,0,0,0,0,0,14,1,5,0,4,1,1,0,1,25,23,0,0,4,4,2,0,4,4,9,9,0,0,0,0,9,8,1,0,1,1,2,7,4,5,2,0,0,0,0,1,0,0,1,3,0,4,0,0,1,0,2,2,0,6,1,0,0.1,0.02,0,25,2,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,1,9,8,22.49,52.41,10.5,2.86,20.0,7.14,5.71,1.43,1.43,0,0,35.71,0.0,5.71,2.86,1.43,2.86,1.43,2.86,5.71,0,0,0,2.86,0,0,1.43,0,1.43,5.71,0.0,5.71,12.86,0.0,0.0,12.86,1.43,1.43,0.0,0.0,2.86,0.0,0,8.57,1.43,0,1.43,0,1.43,32.86,0.0,0.0,5.71,12.86,0.0,0.0,11.43,0.0,1.43,10.0,7.15,0,0,0,0.0,0.0,5.71,0.14,0.03,0,35.71,2.86,1.43,0,0,0,0,0.0,4.29,0.0,0,0,0.0,1.43,4.29,0,0,1.43,1.43,0,0,1.43,0.0,0,0,0,0,0,0,0,4.29,2.86,1.43,1.43,12.86,11.43,7.14,0,25.0,0,92.0,0,100.0,0.0,100.0,50,100,0,0,0,0,100.0,100,0,0,88.89,0,0.0,0,0,100,0,0,100,0,0,0,0,21.43,40,25.0,100.0,88.89
455,85602,2799929,103,21316,4418495,"[{'position': {'name': 'Left Attacking Midfielder', 'code': 'lamf'}, 'percent': 69}, {'position': {'name': 'Right Attacking Midfielder', 'code': 'ramf'}, 'percent': 25}]",1,1,1,0,90,90,0,0,3,1,0,0,0,0,14,21,9,5,2,7,4,2,1,1,28,24,0,0,1,0,0,0,8,5,12,12,0,0,0,0,3,3,1,0,1,0,2,7,5,4,2,0,0,0,0,0,0,11,2,4,0,7,2,1,0,0,6,3,0,9,2,0,0.31,0.0,0,22,3,1,1,0,0,0,0,3,0,4,0,0,1,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,10,3,4,0,3,3,12.49,29.51,0.0,6.0,21.0,5.0,7.0,2.0,1,0,0,28.0,0.0,1.0,0.0,1.0,3.0,1,2.0,5.0,0,0,0,2.0,0,0,0.0,0,2.0,7.0,1.0,8.0,12.0,0.0,0.0,3,1.0,0.0,0.0,14.0,3.0,0.0,0,9.0,2.0,0,9.0,2,4.0,24.0,0.0,0.0,5.0,12.0,0.0,0.0,3.0,0.0,0.0,7.0,4.0,0,0,0,11.0,2.0,0.0,0.31,0.0,0,22.0,3.0,1.0,1,0,0,0,3.0,0.0,4.0,0,0,0.0,2.0,0.0,0,0,1,1,0,0,2.0,1.0,0,0,0,0,0,0,0,10.0,3.0,4.0,0.0,3,3.0,42.86,40,57.14,50,85.71,0,0.0,0.0,0.0,66.67,0,0,0,0,0,62.5,100,0,0,100.0,0,0.0,78.57,0,0,0,0,100,50,0,0,0,47.62,60,57.14,0.0,100.0
456,173285,2799929,103,21316,4418495,"[{'position': {'name': 'Left Attacking Midfielder', 'code': 'lamf'}, 'percent': 100}]",1,0,0,1,33,33,0,0,2,0,0,0,0,0,2,9,2,4,0,2,1,2,1,0,5,4,2,2,0,0,0,0,3,2,1,1,1,1,2,2,1,1,0,0,0,0,0,4,1,4,2,0,0,0,0,0,0,2,1,0,0,1,0,0,2,2,0,0,0,2,2,0,0.14,0.44,0,3,3,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,3,1,1,0,1,1,18.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,22.22,0,50.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
457,100189,2799930,103,21316,4418495,"[{'position': {'name': 'Attacking Midfielder', 'code': 'amf'}, 'percent': 73}, {'position': {'name': 'Right Wing Forward', 'code': 'rwf'}, 'percent': 23}]",1,1,0,0,100,100,0,0,1,1,0,0,0,0,0,27,9,0,0,15,4,6,3,1,29,24,0,0,6,5,0,0,7,5,5,4,1,0,0,0,14,12,2,1,2,1,1,2,2,3,1,1,1,0,0,0,0,0,0,10,0,6,2,4,1,0,2,2,0,12,2,1,0.04,0.03,0,25,2,3,0,0,0,0,0,1,6,2,1,0,0,0,0,0,1,6,0,0,6,3,0,0,0,0,0,0,0,0,8,0,3,0,14,12,20.44,45.13,68.3,1.8,24.3,0,13.5,5.4,0.9,0,0,26.1,0,5.4,0,1.8,0.9,0.9,0.9,1.8,0,0,0,0.9,0.9,0,0,0,0,5.4,3.6,6.3,4.5,0.9,0,12.6,1.8,0.9,0,0,1.8,0,0.9,10.8,1.8,0.9,8.1,0,3.6,21.6,0,0,4.5,3.6,0,0,10.8,0.9,0.9,1.8,2.7,0.9,0,0,0,1.8,4.5,0.04,0.03,0,22.5,1.8,2.7,0,0,0,0,0.9,5.4,1.8,0.9,0,0,0.9,5.4,0,0,0,0,0,0,5.4,2.7,0,0,0,0,0,0,0,7.2,0,2.7,0,12.6,10.8,33.33,0,26.67,50,82.76,0,83.33,0,50,100,100,0,0,0,0,71.43,80,0,0,85.71,50,0,0,0,100,0,0,0,50,0,0,0,29.63,0,20,0,85.71
