playerId,scaled_offensive,scaled_defensive,scaled_runner
135903,83.67780381422618,77.92728615026196,80.53698808583592
340646,76.16747605581318,77.57541361287741,74.19073157249657
4501,78.67811865939821,77.17421122643164,75.68837946439197
349995,69.12224209012905,73.83083627581797,69.90309782306977
367503,67.55117340833696,71.08631736348777,69.24867597687994
101647,67.8398917151059,70.67317882834918,68.99523731299863
578843,63.51694192800174,70.12464649958639,65.53739682623204
22680,68.49358247529969,69.7895918199934,68.49755266047869
85276,65.37956528327776,69.7427876075793,67.23461277433368
59010,61.01059128861836,68.52349193608092,64.3135508572396
38,64.82693903702938,68.17117560267526,65.06094170886541
8945,60.81736816839645,67.80267476328054,57.75647288932134
352736,62.016772518260886,67.55446357188345,63.284924776750834
56394,59.6545640069332,66.99511789245638,62.979820618485746
20643,64.36776251986767,66.90544780771053,63.906317103685616
258252,62.197043378134275,66.61433197154417,60.362366285931614
109053,57.762850075344936,65.90984001199452,61.20886610762668
25622,71.03548079368093,65.54637280583283,69.28507909780863
80019,65.9349710262446,64.93390371482955,66.49244104859704
207469,56.301800892403115,64.55061210810234,56.69253921357527
82496,59.17532939178788,64.4458563733449,59.51479432352475
344132,66.55272729014959,64.37152607814465,63.940912003645394
8010,57.08043659976298,64.32755638459595,58.38851986365541
41123,62.33382823174887,64.3220126408009,61.20928329941988
437596,50.767734436617445,64.26763247331009,56.001368573616304
28907,61.66235727566066,63.851801249335026,58.76061642277494
517581,64.9757449657853,62.444437254812804,63.57207888070565
105702,58.10420281998648,62.418090897187575,57.301392900687325
4892,69.83820590216526,62.22208144586794,64.959034483166
350976,61.38009741362329,62.11350796331534,59.960697203770835
282799,56.90711813718525,62.09667169863432,59.470567991321715
239291,61.080762615670494,61.759882656603466,59.80159897675109
65460,62.42017919428063,61.55286060238234,60.73981462010849
3474,69.49845726305391,61.218740916889,63.34485387410515
82487,58.11629234773214,61.112438629657824,58.73542813537578
170618,61.76177679155213,60.80655078163124,61.80916316652141
593107,54.36755416521858,60.789154946028205,57.38047481407352
83150,58.934264373474434,60.67623754760424,59.987584194700226
763184,62.02119048505718,60.48564798724741,62.189938032568406
65080,55.173309468703984,60.420083807848705,57.47225976414205
80558,59.148122228723636,60.33100036087819,62.532112594133615
9475,60.67605792573289,59.63854323578103,61.163390273484865
