playerId,scaled_false 9,scaled_box,scaled_2nd runner,scaled_target
37840,59.77739248335389,52.38277110142872,44.560519967650166,55.33528651601612
8717,83.12497694519347,76.41270572256505,78.41817091144547,84.28492774101387
234359,37.978913710909445,34.6501393055346,28.926392467836735,34.2810539546411
69410,27.693407579115195,13.874292153261312,11.348858328101189,31.453454937917567
33062,56.53554605174805,47.81497913888119,44.22147416230796,54.15794520211632
128747,56.58567722213838,39.471177717495074,38.81635075410984,58.846498118400376
68053,19.43674342216329,11.511974211275824,11.410250428219758,24.743888223754485
3322,60.470421949646266,58.465116764681255,55.34185960264058,58.52239004280643
135927,53.63735214025849,43.57420393000289,42.40640433303819,54.47436245825501
171643,22.04734742924545,11.590025707125475,12.13560591028028,26.07625740304368
106738,31.580217464878142,21.001211149791423,20.373516481896026,34.12436295674942
106729,71.3561232446555,69.05255072916408,64.73297301503368,67.88955230766943
73949,39.78512957269004,31.853828999698692,34.001975241618126,46.28220926512196
69410,44.53265178669077,38.77436749565532,35.67848349025517,45.24211181685731
128747,28.90471143929304,19.37008585656142,17.63564164924862,29.82734781779699
8717,52.802351974580986,38.65004063913079,42.11281457817708,59.44859893357601
32628,33.194009696202045,27.20449993150855,25.014604410566943,33.74409388560536
239191,58.839901360797455,52.9130055338256,49.33990855181888,57.46549478366564
251447,25.41459522235127,19.033484182769847,17.356021313297855,28.220955002520554
69410,43.42536500150568,36.61828809147597,33.6194982351886,45.036713960830674
128747,52.31922954534354,51.73586484284719,51.89582440212168,52.7999299066928
239191,54.44961143579433,49.85024433394045,48.463646239873526,57.27771029500147
251447,54.36806638692321,46.63783289959477,41.38027498771851,52.34756408705308
33933,48.05635008972782,39.12628216933842,38.93545172719184,52.34269484491744
234359,70.65193545586547,69.60723879583998,76.03483016724098,81.6010097103589
128747,25.9396069781215,15.955786387682382,15.419020307142354,28.89250390471183
234359,54.951980906789295,52.20306291818447,53.4242473654039,61.57248968408363
33933,33.51295342259072,18.70046011470797,15.595935155002085,35.352218154149654
251447,50.872455642270296,47.56981719742192,48.86687193781891,56.681306735171376
82531,48.81901720510603,47.55542348032954,44.75394871157532,49.1755817963369
234359,59.26555288864953,52.91700320150875,54.24923615363984,65.92540581681939
251447,53.983279726662175,50.34211033590832,48.14335797414713,58.176959866816304
68079,53.37779724396033,45.33459458979362,40.20577541392152,48.44181065372174
8717,152.52959654954674,146.72263296268636,160.9677409089457,164.16293676070055
397178,63.908883583723245,56.35590417499969,54.68528003485175,57.1986133619007
128747,44.75294345533855,36.555029723963976,33.74121157616427,44.11191434297051
234359,47.98107752635637,38.60111587250136,35.48333863750132,47.88953964010513
8717,78.73260104733978,68.61666626556732,73.82711057226243,81.5977480086937
251447,72.25555589932587,66.05146186034392,66.55628921078682,72.39752804500003
69410,27.09172581273358,15.356550891445393,12.515967327817906,29.53866866328776
285716,52.50009991414978,45.786626694070456,40.44239103201984,51.00445523540214
8717,52.52920306498267,47.26926158233336,49.64984395815941,57.19233964844696
234359,34.572252225345814,31.77574612936772,28.596276185793823,34.04374049727503
69410,23.48533096550989,12.073741233314484,10.2541654072555,27.737441670306147
128747,41.15458910862522,29.40619929574078,26.878542318989695,40.75651424643612
251447,94.0970030838697,99.40253531099675,102.2323322070481,98.29828925158704
33933,33.174634026559794,21.0686586998447,18.040900795327552,34.98555757304086
8717,133.12982617277453,122.66910494976744,129.58208298166517,129.85859219847973
146497,27.869739004000483,16.59564680684187,15.386175212597982,30.799767748606328
69410,25.4956268823894,20.5701540254741,21.701990242906227,29.39539852376665
8717,130.31153872942136,134.67372164932436,150.02802111722752,150.07192722510953
343951,68.43478042344688,58.10209350200418,68.03746141132206,82.66361020764379
65007,33.399827713381974,30.265279908807894,30.28664040889621,40.44623010093291
82389,96.29152367715017,100.14248976033164,95.7419836751107,95.6500281920951
82531,43.52845924490154,49.095136210586666,48.88853493165208,43.52866675821805
239191,39.97354688090609,29.868767028007056,25.74194890131525,38.51296971945148
65007,46.06377832548136,36.36755779205384,34.69981731552985,47.44829051740636
8717,95.56644953767848,94.7093730623616,96.30566501862543,95.31717101016385
239191,49.21392090917535,46.89426235257037,41.86756312102628,46.8555256112859
32628,35.78067594027873,26.644958637796883,22.544474897377004,35.0653377585653
82389,46.26775399599469,35.37445375448519,34.56752649330598,48.15246784510159
68079,35.71813430691807,25.942581809639236,21.854689678053344,32.939806701914435
383,73.43455590812579,72.31017774887705,68.89483020230911,73.57416054171973
130196,54.90018337910047,51.9001865824946,49.68340403284915,53.87323119328348
128214,38.15570521631493,33.39684993983224,29.9692517772078,37.18614046457177
135927,65.80516874989065,62.84645502311515,61.90817886676405,61.409448615190335
265673,88.00711800308159,89.9258527990438,94.39150309252354,81.27002825687583
68054,44.37400207556925,39.33149106833725,36.4636629763919,45.06706609130633
106818,49.69239856353654,39.68114018645745,40.239464253586206,54.13759893265208
50411,37.22613614604429,27.104484298057763,26.026073070572707,40.963360872137486
128214,57.93847301189453,53.446954763107705,48.4999424650162,58.31545573475215
171643,73.61923856085197,76.49775512702242,76.4037911939372,74.85615028611763
258264,31.275787991416117,13.824551760218144,13.445039526204082,34.415545348249594
73949,40.94761962987665,32.74411984222225,32.63041357553691,44.676165296413146
99064,55.04375044826843,52.25334978810598,47.91599106672631,56.36152250073031
106818,26.425341234058685,17.801941266298225,14.453285096417286,27.542467369628856
106738,24.18066404679644,10.69547914634416,10.334262701167347,26.94430297692418
106729,30.5157693772888,12.320357844299062,11.942158044493556,34.37057820917973
171643,52.23668804385555,41.66491630915071,44.06988624367989,58.57617780214101
99064,42.63147334776989,37.82198287560668,31.49128315024543,40.97714944682573
128214,75.35463085186264,69.54328068189838,73.94058798028452,82.59283785283456
258264,95.16286331122284,94.48999471639812,96.18132046190082,95.85342724566875
73949,49.05504390453857,35.20730124505576,31.17110005584561,48.06115273341727
171643,69.45317011236016,71.74756817237639,68.72283216316292,67.96068258901006
3322,69.59245377400795,64.09583130157532,64.3677148148814,70.30914188582759
128214,45.6575570806147,38.269082350941375,39.27816166290743,50.54278031844829
18886,39.557075824329246,40.85553920198308,34.757280640359475,37.46038628561082
128214,79.48033289665456,77.85799035357248,80.40390155392916,87.32827130894427
273206,55.34134500906952,57.923013269378174,52.14819127272883,52.73165197687315
3322,148.83924843356584,154.77696929527468,167.81153087100532,160.03645235409635
99064,26.97370455978394,24.16088351340485,21.862832377679407,26.820914541146745
265673,98.40355122065183,94.11812286268388,89.26217040298997,87.07493779149988
471753,66.08537848703966,68.42270530216372,69.46836934496841,63.09512063233156
68054,50.621209067431614,38.34727305204807,33.96863019019234,49.95842467131828
99064,27.966738481299632,15.932515346672584,12.523758386754055,30.38096845481589
3322,86.96044112416682,88.38829114299165,88.07077604059148,87.96206819808722
106818,35.101150717125854,21.198334155641646,18.173873959984927,34.95572717655457
273206,29.951677055814788,20.84013016203205,19.231260808980227,30.97949836399781
3322,95.65720027644169,91.70096176321071,91.32895490370052,95.50328910007464
105795,42.75368962913238,37.68889420047512,37.098096436325214,41.42558052550304
105622,47.27294907855957,42.51249482430274,43.67701723297497,52.480619503127386
171643,68.30551287478107,62.7549103045596,67.493705756697,74.17410286235015
471753,40.12027074523994,28.348146301102457,27.4208959382746,41.230843784523486
83844,51.27885772946083,40.24471884564658,35.0080488289237,47.43091384117265
128214,86.19018175074167,86.89025492113774,91.14319627394232,96.29905858552628
18886,48.671522778223085,39.57460557134717,36.874446221326615,47.28895086909374
128214,95.57490414267012,100.221636434828,105.97764257341136,103.87674135506278
83844,34.71885144838587,25.244004460607133,20.34883150516904,32.60596906993627
73949,25.578692598278664,13.339509355762203,13.038052897960387,29.264269702861096
135923,124.66922537359036,135.29107881244133,130.69474183437296,120.3817682757578
