playerId,scaled_offensive,scaled_defensive,scaled_runner
8277,69.60081525991883,67.38373331295864,67.53729010312624
82678,41.9869102957045,54.68685253402939,46.35995523944084
82487,42.812799832701245,47.23578085863327,42.93243802097789
350976,73.86896020820218,83.48679054417165,76.70629160213682
68122,96.58157726515884,86.77129450482713,97.12385856704216
68127,77.83086705325982,81.45424760513549,83.77228641693432
127529,48.54234062207487,58.93199723367673,54.723169650926025
228928,34.67145354290101,32.805432272996995,32.80155715270168
135903,77.58335001775355,84.91826602969913,77.28398752009647
28907,45.65598548290423,44.02260418254009,42.68522702984137
171628,36.57599203438301,39.9475343020477,36.43878521625965
406073,52.64163703274957,58.42466777824004,56.13121590150309
98876,21.666209434872933,27.981706533403283,23.787664210384
106970,79.68252283245509,60.222682835608566,76.76928364987161
146564,29.949554953489656,31.33992165424796,32.7877546839765
352736,103.17169866588912,118.4994750771343,106.9976416216427
8292,91.98716162328684,92.3201388891398,91.98349913214024
8277,69.33777322174687,72.32890751972239,62.51159563318376
71635,30.77485566234253,35.66687139099553,31.99749247964566
127529,76.54356838260433,80.63223698847578,75.87137737352732
228928,19.552894288214414,24.91631319304444,20.68237680986414
68127,78.01581376401673,89.23074530662349,83.28655823743853
68963,48.83692202887106,64.88147943214767,55.0835643233135
236343,34.42797855191199,36.59225495181207,34.34787294611315
336439,46.67833563115441,55.88314689836992,47.23512040535203
127541,51.89679463953606,39.05799545509415,50.328064700115696
71635,26.84858936246089,32.53029744660063,28.18637578840271
228749,55.15328296548542,63.06193508949452,54.32600681692358
228928,61.19110779848537,72.88746914831944,65.10891479606421
336439,46.65549100793326,57.98596941752721,46.82256638272433
82678,53.990432068919134,55.83631727708978,56.47042112664507
68127,34.871168777767856,42.85550381940274,37.37311273926965
82487,81.75553868135485,80.35913681608072,83.43870381942169
68963,42.10957691112318,49.121208875330446,44.08682400407893
82678,40.58853268571489,49.50456624538243,45.80353075188088
127541,36.04216273798466,34.157393325317614,33.07678779713016
82487,60.47869244261289,51.34855028666147,63.02600056612325
128732,39.286993983975805,46.69620379916715,39.236851503580965
228928,36.62489872756308,41.76201652804293,36.155252417488576
68127,52.66601993984668,48.38429661572916,50.924502875018014
68217,47.33474246506178,54.13874690654114,50.78795746285
236343,89.84483411614991,82.56484540774629,86.10393955374452
336439,47.29988355950614,51.00154975340109,54.28823544473179
82496,47.54072671631899,46.94650519082337,49.84432922957236
82487,49.2319877857902,55.40389148319561,45.47119648354128
282550,75.3610930011658,86.77619964084712,80.15574841161389
336439,52.80791627951976,69.21363365934519,55.383399892289866
8292,62.043198680648025,63.61432234516777,55.26118840142243
68127,31.261774891356243,33.164229011958945,33.31368025120081
8945,97.108277954613,107.57009600886902,91.78886486737416
68963,57.590068806262,62.35847868692176,62.09497406539322
127541,40.83156669624218,39.745859580850905,41.17782222217834
82496,52.22218118235063,68.47296600301567,56.36805976719282
128732,42.97138985650745,49.83640144324866,46.32374764447333
83150,46.347649167419256,54.48513870005837,48.88312702875469
228928,47.046143190166426,46.2996864356732,46.06645119659756
228749,21.03159168434896,24.430918968489525,19.530565579649952
282550,33.564626398359586,36.875108627090526,33.36058393359637
336439,36.37214619736155,44.352660282264935,39.71405984699362
346101,44.384587811550176,52.94615832872904,39.47565199160125
