playerId,scaled_offensive,scaled_defensive,scaled_hybrid
32551,60.650802447407145,61.87694532478356,60.17383679960751
8653,81.4286415027706,85.64198661460247,85.1508075566945
449,36.75707861070051,37.64701513490742,41.2336772998954
7919,67.97164279091085,68.46808583406927,67.46269688098421
68116,67.22224489360511,57.8284596966919,61.230659193712206
68224,71.99178793432276,68.51419295071074,70.78549692613603
71635,43.65697266178791,40.24440512102628,45.26961756842994
73710,56.9971390527799,54.97379002560805,53.73700726368213
3305,53.42558434976631,51.59304250087652,50.52570213247341
105327,30.62779716197053,30.989723353320088,33.428959094453894
258154,50.51364736347326,56.53105497859298,57.60880690773584
283279,31.04288308108786,28.94837053146635,27.49179050652012
98827,24.07966606562789,18.456523678150138,17.96956116131088
51248,51.33705189429824,55.72018646221615,51.1242693678781
195233,84.57095008860693,76.7498408667836,80.16113293688267
39421,59.26882972947734,67.83640129500424,68.43785104732439
71635,31.92658126257832,25.707688623679957,28.38445229704821
8311,40.75662074816116,40.794152163787366,40.13428236671925
73710,43.32093056873012,36.19009988464655,39.1087205765639
8653,58.292270304825045,60.72880794757512,59.34229571406702
7919,42.96924235189507,47.32482846466408,49.0510092883176
68116,35.95088693281353,38.64583371239654,38.90908075366027
68224,47.6209568025077,44.76085187708175,49.223094415717696
236450,82.8212702081015,87.46636184793309,85.82385605522366
225472,59.02736485930743,66.97499550922835,65.24348084535825
73710,55.12643092145577,53.294546700694376,53.58247199067251
128706,77.90522626981044,71.70955795583248,73.01949488214966
236450,63.36807877521053,65.29653300518717,67.58704683852808
225472,86.90630294680948,87.69897988032547,95.68367586692077
101654,53.23881859145517,56.22228947282554,54.769971912240266
32551,48.19698494434357,51.79775166139163,53.1449526840294
68224,45.73773615417659,47.25175432095518,45.3847337621127
410090,53.45145410062104,58.27104807723001,52.55885620855375
101654,63.46507313144077,63.02282987957076,69.08590529660938
32551,72.96853935080259,67.25701150899575,70.01871050751409
140159,59.98615970039498,54.63308159472894,59.29850107375023
128706,61.96228391543423,60.06008943096127,62.42007971617055
68224,95.394526306838,91.46339901711916,95.86682080236972
68963,62.7830525144181,58.12087621678348,59.94248766717861
236450,65.51781861211416,65.8744861988524,66.8051625457356
225472,42.87916408380325,40.73628158787622,46.59602155343466
410090,41.5639410216037,42.756907420961376,51.192125454113295
101654,71.94121542153543,74.13964038001436,73.22920886076099
32551,58.74216531593255,64.20336324719898,62.98090845280132
236450,115.30167321084244,98.47902036499696,114.965886861966
225472,37.876445341382784,49.27152163477867,55.58990302694245
33259,38.0133578178064,38.286027962940246,35.72577733852223
68116,67.51981576669257,60.9576985409752,62.174514528429874
68224,13.197650273824816,9.400845882430694,9.091973531140912
8653,55.79619454066293,52.8044004397206,52.82620674256025
7919,48.03244513148836,47.93639787968784,50.02911449434284
101654,39.97737229215912,42.57584051825021,40.2871490529738
32551,49.00483044662138,47.77758630198815,45.48140523896997
82251,51.32445510643869,48.666747535563154,47.319313107434894
71635,54.20499969645643,50.2434920838726,50.73325908625717
128808,53.68549415229258,52.0990077461865,52.23830933335958
8653,60.74624124048622,53.72309145697793,51.873402943564415
7919,39.23038656962738,44.8116024216629,46.407338785639865
236450,46.946810307920224,45.04075014031153,41.12710778007227
225472,61.006770930992246,52.74117217019352,57.85615151451122
68122,92.89141585035333,76.6749743700956,77.72388706355486
8311,79.01449553988456,69.35868039064721,65.46239292137872
73710,48.10237624589283,47.2822531961888,47.033052529039374
128808,51.08902089858004,47.94891986330461,51.329439194761285
410090,48.0346230784777,41.85702538426329,43.92918849690784
32551,60.35089523183517,54.46227062021198,54.91530486766699
82251,66.10441733920116,68.69656932022278,63.92184365618681
8653,77.57750093115109,78.62809188891393,80.93857947901029
7919,55.952953892319215,58.07620742180354,57.83006530218233
73710,39.22444796086473,42.91450197985338,41.36724325712555
128808,62.66636578887893,62.48870593899878,67.33375445203372
236450,57.30338530438007,54.24631302489541,55.41596553391605
225472,39.68460204771933,45.92465265818838,50.62214243340394
33259,22.67744328739987,16.50813831311737,18.183295566527963
68289,12.1897427145656,8.17972034107687,9.86887045912472
68893,34.620672169979336,29.695460765156135,32.55639812428751
8653,57.07500931037988,59.61248360804946,64.84807113421898
239411,61.408785793355726,59.58151544431733,63.685968480793576
73710,24.7512357911963,19.707263046942053,20.215910288086626
128935,43.48206229594692,41.559112346470016,37.60375079578198
8653,71.50982454359071,69.44944115314145,70.31524414276114
9380,52.53459302731002,58.62443774778784,58.98189185727847
128808,43.79229554205503,35.078949537900144,35.0901397903541
32551,55.69006871624199,56.43193333378713,60.00642404760523
