playerId,scaled_offensive,scaled_off_playmaker,scaled_defensive,scaled_def_playmaker
7964,78.08187404114177,63.76775068067548,80.57526662301345,79.97865260753542
82340,23.119882089041237,19.95384138634347,23.745103754270563,30.06680309281238
37840,41.18519841252712,27.170036263503928,42.06908389046918,49.02244706670291
82644,40.96501293556774,43.16834645768885,44.56442874932564,54.38412200904458
82518,47.20277486235768,55.63242247595708,49.83872896701882,52.6345019618928
8246,58.17838777967882,68.51041457155817,46.42662214384364,44.35459704216711
13484,69.05351918119588,51.041633513753965,65.10062458114248,64.19585759465481
285403,51.13476873868935,55.78631449194209,49.12521820274843,52.2728560051532
354547,26.96942825025126,22.94457531893701,34.58438948490958,43.30085981417886
32628,34.99825450059481,31.82663954240629,30.515538427944406,29.959830242936743
68155,26.290502859767628,18.43833873482696,31.697391052911332,38.87039804806124
33062,38.31876169712528,32.043028445015224,30.620209028165508,30.768389031393504
68546,61.7324824694459,54.73702521915116,58.55140936473662,62.81283830828412
68982,60.90702227371768,52.88326278414904,75.90160133734375,85.78687256357836
128742,33.20357387954199,27.225916450525805,38.908227547405374,44.5142853661099
69307,49.42345965648508,59.78856623513037,43.75765782230342,44.08907176063132
228932,51.93709785428542,57.03172313167065,59.05738934194493,55.89292074651331
70093,37.99716894242074,38.09220107377914,56.08489798184592,63.83212682045884
105341,31.3033645952218,17.285985773046175,36.34943846270204,40.36960457345525
37762,57.86790595261852,72.83923212053433,72.08190918264856,75.02484183491038
138548,37.95225743342766,31.56756026544435,38.42282987959609,38.65251984193952
237031,67.0113799402253,65.44598574713746,78.38703168587426,79.12778367132975
241564,49.1512049887035,25.022631852740076,49.06810855167395,50.807120894455736
105702,25.9371908407284,27.739850683226425,36.86108734530586,44.12856838557554
38562,47.88341849905159,62.75843229890481,63.469687095945545,67.3847897178206
99181,33.7863486302605,23.662875946257323,39.61173346517271,48.59663665527379
62033,36.78982944344108,30.055203385396585,29.775458415466304,31.706088909532447
138078,11.467973151899692,10.1294759588359,5.508453431493474,8.504115194287978
138080,32.7878095193573,24.592709118753834,47.62907109043181,56.94178297315308
216614,39.08868275783959,36.72374364023055,37.942534498273,42.32046341042332
379286,50.85152620549772,60.11424503129939,62.30861789937692,70.92136445269503
480216,54.886271666244845,70.5063896860849,54.2677796590663,59.46376629919272
127541,41.28107890997885,36.03068607144574,46.29706438621761,53.40595284433001
8246,46.04791957657931,59.00933187065999,42.05260780262033,47.8477949516419
128742,32.302374641623246,20.711595711156296,39.26190119967357,47.81452678177925
13484,41.72754778358328,27.266574383415755,37.8339826080566,44.239935672016045
228928,20.02048673485799,15.626068873687435,21.229158163193738,28.285290571872807
228932,49.29920890960362,43.61443562536967,52.57373925197189,58.07970579028953
379209,54.868934524262905,35.97284127511675,59.91969737613889,66.93431298186852
54353,40.41791978877745,46.71995872151426,63.40797326308531,65.96490097257461
68546,57.59865029873848,41.48468124760261,58.69271559606587,65.07387536346953
68119,24.197766324437264,21.48760955385692,37.66457799853429,50.582355115400354
68975,47.21919364669901,46.405247884704224,45.58600097681349,48.19832623092256
69307,34.61462045848439,32.29688203220333,38.52345280594334,45.04406353043777
134995,47.49242618781771,58.76652865791968,37.26395978458254,37.55790864686092
165428,55.40155364208194,40.57455367990815,51.352944220687725,50.61300638913112
208087,53.20905041567773,62.92197206803616,56.70304952110158,54.54888239453364
239191,36.43571820178615,45.49997861367332,29.727198220711173,36.44929013987927
282780,38.45959284904052,29.15290018119825,49.41156778809926,53.30585329981117
128973,68.29012784330548,67.49600982145589,67.1390473980563,65.69300663826893
140172,61.56688243139972,45.0361216082369,61.80629781390963,61.680059106742185
128813,39.0219736862564,15.64923034343201,42.03288707334095,44.62145347492923
134995,30.73349550652482,30.079976624510664,34.36545677619996,40.31338196790614
165428,75.61838731897889,66.40711011104744,75.23315488547637,77.35907345853956
208087,53.1350561263143,55.80644181353249,70.00718824213,71.42267992498338
239191,39.38630337731503,41.2791057377145,29.31806503966144,25.326998308774424
494988,26.17190413921033,19.111538582879607,30.359435806183217,35.33275867727764
514379,54.59104387129898,62.25148235775995,52.87622864629227,56.66500495043181
33259,57.87021447762327,47.13779833867688,53.34971733372209,53.72745189492331
82644,65.71030658470035,47.96063170221815,64.55768624357665,64.22027815937511
68119,39.301797153558695,44.16808562784711,29.67900497409193,36.6377033635956
69307,23.38059274015573,15.417878723370222,21.426628750858296,24.346762672226298
220665,41.340191456564085,34.07641578335103,37.868552337060486,44.27341853301477
285403,72.11778101883996,63.69842850584669,68.41084167657858,72.94574536554788
347333,50.23038178762267,61.8493226569514,51.33819158532376,61.45106644676667
354547,43.21691768484381,35.18413607147835,40.02748906116691,39.44450782634348
127541,42.881471869522095,30.25395400254694,37.53852896195126,41.93657111330692
82644,53.66687197972654,49.73522524104713,61.147616037522646,66.42529572641836
140172,54.81149026750375,44.77703043975742,55.1127064744855,60.14014889454864
128742,35.64669717234131,30.7115113094946,44.29104832693404,51.10608359996228
128813,44.70541143908337,30.833746368828034,47.34871326055925,49.57920364158255
215789,32.51964600461315,28.116194645928356,25.214699048360057,27.511906716265237
285403,40.86958559354152,33.69537071563511,53.674357931421184,58.034149082888725
347333,27.62119854015353,26.128161936892244,29.545509367404097,37.48441903571632
32628,55.94902347679705,45.05142466846755,58.261323089154445,57.26214107988402
68155,34.341212320477496,31.469054310642832,32.94154561713843,35.386063376972835
68546,42.051075744494376,24.897658497909827,45.78237453439681,52.5943064114345
69307,35.95636749696076,27.222664181733,43.70815340506213,49.6532114535411
165428,68.8835872759956,61.76742070945243,63.25868288235471,63.66827220376924
208087,50.38549195344597,47.64457017151591,57.7846957355394,55.89934274140074
239191,50.29828841261079,63.061247234840685,43.690614509357125,34.9194283338093
494988,29.292327291268457,13.12448731804952,27.559104783980136,30.18458298557749
514379,37.86901020510801,48.29354502431525,36.97194086050369,38.63950145332373
54587,39.873711658956,38.21602139444572,49.01736722408959,53.10743173244464
82518,52.50589965698818,45.38695637469563,52.65436613653162,55.69793421294055
